,Discharge,Sediment_Load_tonnes_day,Rainfall,Monthly_Sediment_Yield_tons_ha
2012-12-01,6.3559783475806455,8751.04703849222,5.86,0.06277652107957116
2013-01-01,4.992266238935484,6786.591427841313,1.46,0.04868430005625045
2013-02-01,4.155080185785715,5121.634045295778,1.1600000000000001,0.03674055986582338
2013-03-01,2.6191745864193545,3607.289368162963,10.02,0.025877255151814656
2013-04-01,3.364366969333333,4513.319752909694,21.62,0.032376755759753906
2013-05-01,4.779513366096775,6979.46793772896,75.0,0.050067919208959547
2013-06-01,11.005490464566666,18496.71905447059,202.38,0.13268808503924384
2013-07-01,147.13680760096773,565411.6369736587,454.12,4.0560375679602485
2013-08-01,165.34655494935484,668420.3575743975,372.46,4.794981044292665
2013-09-01,102.67581197766667,358253.5753979993,165.02,2.5699682596700093
2013-10-01,86.30435336064517,236341.66036635247,167.84,1.6954208060713951
2013-11-01,19.703220295,28359.49028876928,33.12,0.20343967208586283
2013-12-01,17.942410946774192,27191.22806556706,1.18,0.19505902486059581
2014-01-01,11.197289356580646,16388.283990991593,1.4000000000000001,0.11756301284785935
2014-02-01,7.384421502,9198.169628858805,2.02,0.06598400020702155
2014-03-01,10.763382037548388,15701.251242105922,55.14,0.11263451393189328
2014-04-01,8.119211951933332,11453.73894067356,59.3,0.08216455481114462
2014-05-01,25.97362327748387,42174.18063858099,149.4,0.3025407506354447
2014-06-01,46.18310282966667,111932.60175527487,186.68,0.8029598404252143
2014-07-01,153.27313030064516,589608.5396618489,307.36,4.229616496856879
2014-08-01,232.05482817741935,961182.8051659488,368.8,6.895142074361182
2014-09-01,162.14124799966666,600150.9193448761,221.0,4.305243323851335
2014-10-01,98.13801555806452,330097.8403055792,90.53999999999999,2.3679902460945423
2014-11-01,19.226955955,27942.077436538897,32.78,0.20044531877000643
2014-12-01,18.28465879387097,27280.865349750242,0.06,0.19570204698529586
2015-01-01,11.657126753548386,16894.86303608424,0.26,0.12119700886717533
2015-02-01,8.960418467178572,11579.170134579077,2.14,0.08306434816771217
2015-03-01,6.847712839064516,9557.074528495632,13.06,0.06855864080699879
2015-04-01,3.6889174591333336,4921.837547313369,12.94,0.035307299478575103
2015-05-01,15.86669268067742,24084.37435633566,152.92,0.17277169552608077
2015-06-01,24.54883689,40323.485451583445,142.34,0.28926460151781525
2015-07-01,94.23579969129031,312667.1641822607,435.2,2.24294952784979
2015-08-01,170.34964523870968,718385.1599752244,517.0,5.153408608143647
2015-09-01,114.41555439066666,363566.6560150572,200.42000000000002,2.608082180882763
2015-10-01,97.81736498258066,331865.77373371687,125.26,2.3806726953638226
2015-11-01,31.272431449,50649.2307316201,33.5,0.3633373797103307
2015-12-01,18.222099761612903,27346.792348499042,14.219999999999999,0.1961749809791897
2016-01-01,13.133045817741937,19632.728502855505,3.8600000000000003,0.14083736372206246
2016-02-01,3.9403113918965516,5046.217170527909,0.7,0.036199549286426894
2016-03-01,13.946291395935484,20520.23050009603,20.22,0.14720394906812073
2016-04-01,11.065549786033333,15611.670791820663,6.46,0.11199189951090863
2016-05-01,15.740780477645162,25019.642900199975,167.72,0.1794809390258248
2016-06-01,57.39993223933333,134164.37062194163,161.44,0.9624416830842298
2016-07-01,154.00099634258066,587710.0808733071,385.32,4.215997710712389
2016-08-01,170.34964523870968,704220.4888456407,382.18,5.051796907070593
2016-09-01,113.40174686366666,358893.3335184395,166.44,2.5745576292570984
2016-10-01,45.29335287322581,88953.42536959737,39.6,0.6381163943299668
2016-11-01,81.80592589999999,176512.75492753816,0.9600000000000001,1.266232101345324
2016-12-01,21.480208837322582,33297.599960658896,3.8600000000000003,0.23886370129597487
2017-01-01,8.616904729354838,12423.846392197302,0.0,0.08912371873886156
2017-02-01,3.9358871500714288,4937.30331200447,23.64,0.03541824470591442
2017-03-01,5.61409010183871,7829.974235454207,8.92,0.05616911216251225
2017-04-01,13.098137131566666,18666.961880987677,45.800000000000004,0.13390933917494746
2017-05-01,19.96997024503226,30342.8616480608,139.12,0.2176675871453429
2017-06-01,20.06903610466667,30585.492079350624,134.38,0.21940812108572902
2017-07-01,175.22097843580644,709906.9512287515,416.28000000000003,5.092589320148862
2017-08-01,170.34964523870968,700462.7411422695,382.0,5.024840323832636
2017-09-01,113.40174686366666,357911.7365670143,166.48,2.5675160442397007
2017-10-01,45.29335287322581,86373.9536964516,73.10000000000001,0.6196122933748321
2017-11-01,20.563644623000002,31097.03353053437,16.66,0.22307771542707583
2017-12-01,10.71263427032258,15969.676309545026,0.0,0.11456008830376632
2018-01-01,7.6652733896451615,11043.135570779785,0.0,0.07921905000559386
2018-02-01,5.942719939107143,7326.294644797156,7.779999999999999,0.052555915672863385
2018-03-01,7.982433241322581,11318.842822503355,1.54,0.08119686386300828
2018-04-01,18.42976828,26404.50991488977,5.86,0.18941542263192088
2018-05-01,13.375375710322581,19723.269315964466,66.56,0.14148686740290148
2018-06-01,68.27891046266667,201058.38505699992,290.48,1.4423126618149205
2018-07-01,206.05851914516128,862458.7771086711,415.92,6.186935273376407
2018-08-01,209.89914208387097,864405.9517376146,373.62,6.200903527529516
2018-09-01,108.867508439,334726.1834522574,111.2,2.401192133803855
2018-10-01,45.15023400677419,77226.27727483254,62.559999999999995,0.5539905112972205
2018-11-01,24.005152055333333,34881.78379911488,40.14,0.25022800429781117
2018-12-01,11.582562564741936,16940.93012236809,7.680000000000001,0.12152747577021585
2019-01-01,7.8970123841612905,11396.27417827271,0.0,0.0817523255256292
2019-02-01,6.577613124107144,8214.478534821672,15.18,0.05892739264577957
2019-03-01,4.701753048322581,6545.5277379259105,19.28,0.046955005293586156
2019-04-01,3.9849524337666664,5382.042873593573,22.36,0.038608628935391485
2019-05-01,5.494581756096775,8039.650559464073,73.7,0.057673246481090915
2019-06-01,60.478984051666664,153082.47890404513,203.3,1.0981526463704816
2019-07-01,155.0701380948387,586433.9760208348,372.44,4.206843443478011
2019-08-01,231.79578306451614,960692.8288998342,375.96,6.891627180056199
2019-09-01,204.86363974666668,818671.2312070181,223.18,5.872820883838007
2019-10-01,95.54668343870968,307509.5578465063,43.26,2.205950917119844
2019-11-01,31.652236390666665,47549.41275662604,53.32,0.34110052192701606
2019-12-01,27.36811279,42264.948787930945,11.639999999999999,0.30319188513580303
2020-01-01,13.90948082383871,20532.696310186417,2.42,0.14729337381769309
2020-02-01,6.933422715689655,8904.751135695331,0.78,0.0638791329676853
2020-03-01,5.316430463935484,7240.79965981654,0.1,0.051942608750477334
2020-04-01,4.3872062245,5913.4772637649585,32.7,0.042420927286692674
2020-05-01,11.920076518064516,17727.80660131084,86.96,0.12717221378271765
2020-06-01,94.62106187773334,356304.34422727994,286.08,2.555985252706456
2020-07-01,278.2358690290323,1173465.327900819,444.02,8.41797222310487
2020-08-01,223.79202563225806,943722.3953631119,463.54,6.769888058558909
2020-09-01,184.30809853533336,710067.3154373323,108.48,5.0937397090196
2020-10-01,91.37641849064515,228885.84878787995,45.160000000000004,1.6419357875744616
2020-11-01,79.34164105033332,170147.35442264905,3.3600000000000003,1.2205692569773963
2020-12-01,12.294544534387096,18025.553709833788,1.6600000000000001,0.1293081327821649
