,Discharge,Rainfall,Sediment_Yield,Days_in_Month,Monthly_Sediment_Yield_tons_ha
2007-05-01,40.021377096774195,172.3,0.023452351163151367,31,0.7270228860576924
2007-06-01,98.70649666666667,391.7,0.10092503547692308,30,3.0277510643076924
2007-07-01,170.63097387096775,358.6,0.2506891802940447,31,7.771364589115385
2007-08-01,210.09089354838707,391.40000000000003,0.3292973656637717,31,10.208218335576923
2007-09-01,158.14351,328.9,0.21678707648076925,30,6.503612294423077
2007-10-01,75.47356774193548,91.7,0.06389431791253102,31,1.9807238552884614
2007-11-01,46.125549666666664,48.0,0.029849260586538463,30,0.8954778175961539
2007-12-01,32.24441387096774,0.0,0.017595735487593054,31,0.5454678001153846
2008-01-01,28.281317096774192,39.5,0.013788465437344915,31,0.4274424285576924
2008-02-01,23.491425172413795,2.2,0.0060790609933687005,29,0.17629276880769232
2008-03-01,20.139703870967743,3.4,0.0021240099044665013,31,0.06584430703846154
2008-04-01,27.949911999999998,109.5,0.012567620128846156,30,0.37702860386538467
2008-05-01,61.43672129032258,194.6,0.048309424693548396,31,1.4975921655000002
2008-06-01,94.41775866666667,308.7,0.10065201009230769,30,3.019560302769231
2008-07-01,187.2178741935484,491.90000000000003,0.2899570729466502,31,8.988669261346155
2008-08-01,198.84045806451616,357.9,0.3176656933901985,31,9.847636495096154
2008-09-01,154.76605766666668,270.6,0.21674602616538463,30,6.502380784961539
2008-10-01,75.52155,80.5,0.06200206264205956,31,1.9220639419038463
2008-11-01,51.757951000000006,13.200000000000001,0.03641200283076924,30,1.092360084923077
2008-12-01,32.389678064516126,8.5,0.01810120905334988,31,0.5611374806538463
2009-01-01,26.598644516129035,4.8,0.012149617460918116,31,0.37663814128846157
2009-02-01,23.48867428571429,18.9,0.004466353425824176,28,0.12505789592307695
2009-03-01,22.611836129032255,38.9,0.003310767887717122,31,0.10263380451923078
2009-04-01,21.172355333333332,42.1,0.002754522398076923,30,0.0826356719423077
2009-05-01,25.059142258064515,78.9,0.006526399667493797,31,0.2023183896923077
2009-06-01,62.60114933333333,239.6,0.05072711810192308,30,1.5218135430576925
2009-07-01,151.99403322580645,489.3,0.2028902874789082,31,6.289598911846154
2009-08-01,162.27399677419356,493.0,0.22808627405397022,31,7.070674495673077
2009-09-01,116.14210933333334,203.7,0.1407832795903846,30,4.223498387711539
2009-10-01,73.23936419354838,134.1,0.06099649959863524,31,1.8908914875576925
2009-11-01,39.73444466666667,19.8,0.02432480631923077,30,0.7297441895769231
2009-12-01,30.93639064516129,40.3,0.01706809149658809,31,0.5291108363942308
2010-01-01,26.601874193548387,10.3,0.012269138655707197,31,0.3803432983269231
2010-02-01,21.788832142857142,0.0,0.003746988587225275,28,0.1049156804423077
2010-03-01,19.91917612903226,12.799999999999999,0.0022783822537220844,31,0.07062984986538462
2010-04-01,20.139487666666664,57.2,0.0024929746442307692,30,0.07478923932692308
2010-05-01,39.755560967741935,159.2,0.02288569465942928,31,0.7094565344423077
2010-06-01,82.16837633333333,326.0,0.07656970546730771,30,2.297091164019231
2010-07-01,153.30162419354838,423.3,0.2124908440012407,31,6.587216164038462
2010-08-01,181.2189612903226,493.4,0.2668890411569479,31,8.273560275865385
2010-09-01,159.14244666666667,328.2,0.22836287353846157,30,6.850886206153847
2010-10-01,76.33031741935484,86.8,0.0682538297158809,31,2.115868721192308
2010-11-01,41.121124,19.799999999999997,0.026232478650000002,30,0.7869743595
2010-12-01,30.169574516129032,8.1,0.016347783436414395,31,0.5067812865288462
2011-01-01,25.93552129032258,18.8,0.013619364789081887,31,0.4222003084615385
2011-02-01,22.778219285714282,2.3,0.007648453743131869,28,0.21415670480769233
2011-03-01,21.487592903225806,31.1,0.006538235800868487,31,0.2026853098269231
2011-04-01,19.975815333333333,31.2,0.0037156027240384617,30,0.11146808172115386
2011-05-01,39.098811612903226,137.4,0.024348775776364764,31,0.7548120490673077
2011-06-01,95.26257266666667,331.6,0.09501937026923077,30,2.850581108076923
2011-07-01,109.18795258064516,360.2,0.12369074569727047,31,3.8344131166153845
2011-08-01,172.49776096774193,425.2,0.2521604222028536,31,7.816973088288462
2011-09-01,168.980607,319.8,0.2404092178903846,30,7.2122765367115385
2011-10-01,71.16156483870968,64.8,0.0579339617382134,31,1.7959528138846155
2011-11-01,47.707502,44.0,0.03246973407692308,30,0.9740920223076923
2011-12-01,29.79492677419355,2.4,0.01611081427667494,31,0.4994352425769232
2012-01-01,25.48247870967742,0.0,0.00990105772890819,31,0.3069327895961539
2012-02-01,21.876982413793105,0.0,0.0029652074462864723,29,0.0859910159423077
2012-03-01,20.137284516129032,6.8,0.0022286150397022335,31,0.06908706623076924
2012-04-01,18.635753333333334,1.4,0.0019352513076923079,30,0.058057539230769235
2012-05-01,24.482744193548385,75.4,0.006559664370967742,31,0.2033495955
2012-06-01,55.47788766666667,289.3,0.04248844881923077,30,1.2746534645769232
2012-07-01,140.20788967741936,533.2,0.184606511426799,31,5.722801854230769
2012-08-01,234.2123806451613,432.2,0.39855489632754343,31,12.355201786153847
2012-09-01,310.8663466666667,297.6,0.6151254313846154,30,18.45376294153846
2012-10-01,71.39297774193548,56.3,0.060051963958436726,31,1.8616108827115385
2012-11-01,44.30679166666667,40.4,0.028645670475000003,30,0.8593701142500001
2012-12-01,34.90676419354839,24.1,0.02033899692431762,31,0.6305089046538462
2013-01-01,24.89716387096774,9.0,0.009466553160669976,31,0.2934631479807693
2013-02-01,21.073430357142858,0.7000000000000001,0.003734497953296703,28,0.10456594269230769
2013-03-01,19.05532322580645,29.3,0.0022668194367245656,31,0.07027140253846154
2013-04-01,16.22311966666667,21.2,0.0017718432403846156,30,0.053155297211538464
2013-05-01,32.50170935483871,238.20000000000002,0.017361885447580647,31,0.538218448875
2013-06-01,80.30139966666667,230.8,0.07766541479423077,30,2.329962443826923
2013-07-01,227.93265483870968,524.2,0.40399917230769233,31,12.523974341538462
2013-08-01,220.61220322580644,364.3,0.3674982700217122,31,11.392446370673078
2013-09-01,159.06264033333335,301.5,0.22757739602884616,30,6.827321880865385
2013-10-01,105.60063516129033,130.1,0.12372013955210918,31,3.835324326115385
2013-11-01,44.884357333333334,39.6,0.029358151598076924,30,0.8807445479423077
2013-12-01,29.775426451612905,1.9000000000000001,0.016196152399503724,31,0.5020807243846155
2014-01-01,24.87903580645161,2.2,0.010364111078784119,31,0.3212874434423077
2014-02-01,21.656970714285713,2.7,0.004345654024038461,28,0.12167831267307691
2014-03-01,23.77921322580645,88.2,0.007689621656947891,31,0.23837827136538461
2014-04-01,30.063100333333335,122.4,0.01447242225576923,30,0.43417266767307694
2014-05-01,68.38194935483871,214.4,0.05494496866191067,31,1.7032940285192308
2014-06-01,90.95965133333333,330.3,0.09148676316923078,30,2.7446028950769232
2014-07-01,153.31162258064515,373.7,0.21591509360918112,31,6.693367901884615
2014-08-01,170.23245580645164,311.4,0.248399601264268,31,7.700387639192308
2014-09-01,154.0353,314.2,0.21274246246153847,30,6.382273873846154
2014-10-01,123.6718164516129,234.5,0.15459026642307694,31,4.792298259115385
2014-11-01,50.193495999999996,26.9,0.033266651105769235,30,0.9979995331730771
2014-12-01,32.73603225806452,9.1,0.01868452015198511,31,0.5792201247115385
